Tanggal;"User ID";Role;Aksi;Deskripsi;Subjek;IP;"User Agent"
"14-10-2025 10:36";1;ADMIN;EXPORT_USERS_PDF;"Mengunduh daftar pengguna dalam format PDF (5 data, dikelompokkan per bidang).";"users #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"14-10-2025 10:36";1;ADMIN;EXPORT_PIC_PDF;"Admin mengekspor laporan PIC indikator kinerja lintas unit dan jabatan ke dalam file PDF.";"pic_indikator #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"14-10-2025 10:36";1;ADMIN;EXPORT_PERJANJIAN_KINERJA;"Admin mengekspor dokumen Perjanjian Kinerja untuk tahun 2026 dalam format PDF.";"perjanjian_kinerja #5";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"14-10-2025 10:36";4;STAFF;VIEW_DOKUMEN_ARSIP;"Melihat arsip dokumen kinerja";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"14-10-2025 10:36";1;ADMIN;EXPORT_DOKUMEN_PDF;"Admin mengekspor daftar dokumen ke file PDF melalui menu kategori dokumen.";"dokumen #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
